basalt	joint	1	g is for the giant s causeway giant s causeway northern ireland s most spectacular tourist attraction is a prime example of columnar jointing of a basalt lava flow	basalte	commun	1	elle est dure , a une température de 0 à 1 500 °c et se compose essentiellement d une roche volcanique très commune : le basalte
lava	gush			lave	jaillir	13	le feu ici , jaillit un tiers des laves de la planète considéré jadis comme une porte de l enfer , le stratovolcan hekla 1491 mètres est l un des plus actifs et redoutables d islande
lava	gush			lave	jaillir	14	parfois en effet , la lave ne jaillit pas en surface mais la chaleur dégagée par la proximité du magma peut mettre en place une zone thermale , comme celle de hveravellir en islande
lava	gush			lave	jaillir	15	mais un peu plus loin , déjà , naît un nouveau volcan d où jaillissent des torrents de lave
lava	gush			lave	jaillir	16	ces laves extrêmement fluides qui jaillissent noires avant de blanchir en refroidissant au contact de l air tapissent le fond du vaste cratère circulaire de blanc et de gris
lava	gush			lave	jaillir	17	des jets de lave s élevèrent dans la direction de stronghylé , jaillissant du cratère qui s était formé au centre de ne
lava	gush			lave	jaillir	18	crachant une fumée noire , le volcan se réveille plusieurs fois par heure on peut alors voir ses gerbes de lave incandescente jaillir vers le ciel
lava	gush			lave	jaillir	19	il suffit qu une fissure s y ouvre pour que la lave jaillisse à la surface
lava	gush			lave	jaillir	20	quand la lave fluide jaillit en fontaines et s étale en larges coulées , c est le type hawaiien non figuré ici
lava	gush			lave	jaillir	21	les fontaines de lave en jaillissent à 150 mètres de hauteur
lava	gush			lave	jaillir	22	vérifiez , avant de les acheter , que les cartes postales représentant des gerbes de lave rouge jaillissant dans la nuit sont bien des photos du vésuve , et non d un autre volcan
lava	gush			lave	jaillir	23	enfin , le 29 septembre , une nouvelle série de secousses , dont certaines atteignirent la magnitude de 5,4 sur l échelle de richter , furent détectées vingt-quatre heures avant la grande émission de lave qui a jailli entre les volcans bardarbunga et grimsvötn
lava	gush			lave	jaillir	24	la plupart des cratères se forment parce que la lave qui jaillit retombe autour de la bouche du volcan et y édifie un anneau de cendres et de blocs
lava	gush			lave	jaillir	25	elles jaillissent en fontaines de lave qui atteignent parfois plusieurs centaines de mètres de hauteur , puis se répandent sur de vastes surfaces sous forme de coulées
lava	gush			lave	jaillir	26	sous la pression des gaz , des bulles de lave jaillissent régulièrement vers l extérieur
lava	gush			lave	jaillir	27	mais avant de jaillir en fontaine de lave , cette pâte pétrie , selon le mot grec qui la désigne , a effectué un long périple
lava	gush			lave	jaillir	28	mais ils ne croient pas qu elle entraînera une modification climatique dufour jean paul volcanologie pendant quinze jours , la lave a jailli sans discontinuer sous le glacier islandais vatnajökull
lava	twist	1	from as safe a place as possible , the vulcanologist dips the pronged end of the rod into the lava flow and twists it	lave	détourner	1	en 1669 , des siciliens voulurent détourner un gros fleuve de lave de l etna qui menaçait la ville de catane
lava	twist	2	corrugated iron sheets twisted by the heat had bobbed on the surface of the lava	lave	détourner	2	mais ce fut un demi-échec ; très peu de lave se détourna pour emprunter le chenal qu on lui avait tracé
lava	twist			lave	détourner	3	<#mon-7-79> le monde du 23/04/1992 pag : 10 titre d articl : la lave de l etna est détournée de zafferana-etnea
lava	twist			lave	détourner	4	a l aide de lances à incendies , projetant nuit et jour , de l eau de mer , le front de la coulée est figé , la lave détournée et les installations portuaires épargnées
lava	twist			lave	détourner	5	la lave a donc été détournée , dans la journée du mardi 21 avril , vers un itinéraire à l air libre
lava	twist			lave	détourner	6	les forces de sécurité n en ont pas moins eu recours aux bulldozers , samedi 21 juillet , pour ériger des barrages de terre destinés à détourner la lave qui menaçait une résidence pour touristes au-dessus de nicolosi
lava	spout	1	its frequent eruptions of runny magma tend to be gentle , but the vents sometimes spout glowing fountains of red-hot lava into the air	lave	jaillir	1	de grandioses fontaines de laves ont jailli au travers des fissures qui se sont formées sur la face nord du dolomieu , le cône central de ce volcan culminant à près de 2 500 mètres
lava	spout	2	two cones rose on the flank with breathtaking speed , one spouting lava fountains as tall as 1,300 feet left	lave	jaillir	2	profitant de la cassure , la lave jaillit
lava	spout	3	the volcano has spouted lava , ash and smoke intermittently since january last year etna last threatened inhabited areas in 1992 when lava streams headed towards zafferana , a town of 7,000 people crouched on the lower slopes	lave	jaillir	3	en ce temps-là des fleuves de lave coulaient à la surface de la terre , jaillis d une déchirure balafrant le continent africain
lava	spout	4	hawaiian eruptions typically start with lava fountains spouting from a series of nearly continuous fissures , curtains of fire. as most eruptions progress , lava-fountain activity becomes localized at a single vent an opening from which lava issues , generally within hours of the initial outbreak	lave	jaillir	4	des gerbes de lave incandescente jaillissent du cratère du volcan stromboli
lava	spout			lave	jaillir	5	c est généralement par là que jaillissent les laves en fusion et que s échappent les gaz
lava	spout			lave	jaillir	6	<#kra-4-18> de quelle profondeur vient la lave ? la lave qui jaillit à la surface vient souvent de 30 à 80 kilomètres de profondeur , de la couche de magma cachée sous l écorce terrestre
lava	spout			lave	jaillir	7	l atoll sortait à 120 mètres au-dessus des eaux , accroché au sommet de son guyot , un volcan sous-marin , un cône de lave jailli à la faveur d une faille dans le plancher océanique
lava	spout			lave	jaillir	8	la lave en perpétuel mouvement jaillit parfois en fontaines
lava	spout			lave	jaillir	9	si la lave est très fluide , elle jaillit en fontaines , s étale en grandes coulées , ou bouillonne dans un lac de lave l éruption est dite hawaiienne , en l honneur des volcans à pentes très douces des îles hawaii qui connaissent souvent ce type d activité
lava	spout			lave	jaillir	10	<#geo-15-17> hs l irrésistible élan du magma jean-yves durand les roches en fusion lui donnent naissance à cent kilomètres sous terre : le magma jaillit à la sùrface sous forme de lave
lava	spout			lave	jaillir	11	un mouvement de convection l anime et une fontaine de lave , d une quinzaine de mètres de hauteur , jaillit en son centre
lava	spout			lave	jaillir	12	il est assez exceptionnel , étant l un des trois volcans du globe à posséder un cratère-puits au fond duquel bouillonne , à 80 mètres de profondeur , un lac de lave qui jaillit des entrailles de la terre
lava	spout			lave	jaillir	13	le feu ici , jaillit un tiers des laves de la planète considéré jadis comme une porte de l enfer , le stratovolcan hekla 1491 mètres est l un des plus actifs et redoutables d islande
lava	spout			lave	jaillir	14	parfois en effet , la lave ne jaillit pas en surface mais la chaleur dégagée par la proximité du magma peut mettre en place une zone thermale , comme celle de hveravellir en islande
lava	spout			lave	jaillir	15	mais un peu plus loin , déjà , naît un nouveau volcan d où jaillissent des torrents de lave
lava	spout			lave	jaillir	16	ces laves extrêmement fluides qui jaillissent noires avant de blanchir en refroidissant au contact de l air tapissent le fond du vaste cratère circulaire de blanc et de gris
lava	spout			lave	jaillir	17	des jets de lave s élevèrent dans la direction de stronghylé , jaillissant du cratère qui s était formé au centre de ne
lava	spout			lave	jaillir	18	crachant une fumée noire , le volcan se réveille plusieurs fois par heure on peut alors voir ses gerbes de lave incandescente jaillir vers le ciel
lava	spout			lave	jaillir	19	il suffit qu une fissure s y ouvre pour que la lave jaillisse à la surface
lava	spout			lave	jaillir	20	quand la lave fluide jaillit en fontaines et s étale en larges coulées , c est le type hawaiien non figuré ici
lava	spout			lave	jaillir	21	les fontaines de lave en jaillissent à 150 mètres de hauteur
lava	spout			lave	jaillir	22	vérifiez , avant de les acheter , que les cartes postales représentant des gerbes de lave rouge jaillissant dans la nuit sont bien des photos du vésuve , et non d un autre volcan
lava	spout			lave	jaillir	23	enfin , le 29 septembre , une nouvelle série de secousses , dont certaines atteignirent la magnitude de 5,4 sur l échelle de richter , furent détectées vingt-quatre heures avant la grande émission de lave qui a jailli entre les volcans bardarbunga et grimsvötn
lava	spout			lave	jaillir	24	la plupart des cratères se forment parce que la lave qui jaillit retombe autour de la bouche du volcan et y édifie un anneau de cendres et de blocs
lava	spout			lave	jaillir	25	elles jaillissent en fontaines de lave qui atteignent parfois plusieurs centaines de mètres de hauteur , puis se répandent sur de vastes surfaces sous forme de coulées
